,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_score_classific,sentimento
6257,044554d2695abd218a15c43c3fd58235,649119592692c2ce73021844e7892aa6,5,,Hh,2017-07-11 00:00:00,2017-07-14 09:40:54,Ótimo,positivo
6258,21224bd6338538b8ad1ee3a5f2b3c527,0872d0faafe0cb56e6f2c594cca1522c,5,,"gostei chegou em tempo, e em bom estado conforme solicitado
eu recomendo!
Mary",2017-10-07 00:00:00,2017-10-08 12:39:19,Ótimo,positivo
6261,45dc1fcab0e31c0a3e3fcfe8e84580c6,21c24f8f2452ec20a5184abfb269c35e,4,Muito bom,👍,2018-08-17 00:00:00,2018-08-17 16:17:33,Acima da média,positivo
6266,9adf002a96b12dab2a437bc86aa5055a,0d71624d3497568c5af4fa0fc5faa967,5,Excelente,"Chegou antes do prazo
",2018-08-23 00:00:00,2018-08-25 21:17:14,Ótimo,positivo
6268,3a659a12f239b1d0b6df7bd771e0aa03,6ac81ce742f436d1d7de699cb7355a81,5,Excelente,"Produto chegou rápido, direitinho. Recomendo a loja. Super profissionais, mantiveram contato constante até a chegada dos itens.",2018-08-02 00:00:00,2018-08-03 02:14:30,Ótimo,positivo
6270,c284e23800a5f635228c7339134aeb28,da48dc4b67c6a225cba172618417ac34,5,,"Produto correto, entrega antes da data. Tudo perfeito.",2017-03-29 00:00:00,2017-03-29 21:46:36,Ótimo,positivo
6272,bb5a44bfe1d17fe278f7c14c375df98b,c2fd626797fb5ca566e69305eebca31a,1,,"Gostei de comprar nas lannister, envio rápido e sem problemas",2018-04-05 00:00:00,2018-04-11 14:26:20,Péssimo,negativo
6274,0a92c157c8728505836cfb2da6c604f5,4d12305ed1d71e4e1dece5e358a92d15,5,,"Chegou no prazo, produto correto.",2017-06-28 00:00:00,2017-07-01 06:26:51,Ótimo,positivo
6278,0e9b63664a7486728c27e74c7d03a7e1,ca575ea0d8cb38ef5d4d3bdded6ee535,4,recomendo,"Solicitei a troca do tapete antes da entrega. Porém, era para na entrega eu nao receber e o meu condomínio recebeu. O produto não foi aberto e preciso fazer a troca por um tapete 3x2. Estou aguardando",2018-06-08 00:00:00,2018-06-11 16:51:18,Acima da média,positivo
6279,012c531b98718bf2f51102260f227fb7,d39ba4fb319031f7accd81056bd65b8e,5,,Ótimo produto e excelente produto.,2018-02-02 00:00:00,2018-02-03 01:34:54,Ótimo,positivo
6282,ac643c48fcc10c336313bcfa2028652b,66d55d4156f12c0517474cdbf5589c56,4,,"Produto excelente para usar no dia a dia, Ajuda muito na postura correta. ",2018-04-18 00:00:00,2018-04-19 21:14:31,Acima da média,positivo
6283,d2ca19011fd377e6d497491b0feab524,12f3eaf92da599fd1abd3dc8e21bff0d,5,,Execelente,2018-06-08 00:00:00,2018-06-08 20:27:31,Ótimo,positivo
6285,5b05252f188ad66c99a88f89a66e70c5,b3bcc046b1a81b0a1068f3b5e6de5be0,4,,"Sempre comprei nessa loja, espero que seja somente um falha dos correios, tenho certeza que resolvera essas situação do meu produto.
 ",2018-03-29 00:00:00,2018-04-02 21:15:58,Acima da média,positivo
6286,f8e7168fff2ee45b0dfc511ab07167b0,cea5026b69096ddae036dee16fb94afb,5,,"Excelente, ate melhor do que eu imaginava, obrigado",2017-02-16 00:00:00,2017-02-17 16:39:14,Ótimo,positivo
6287,ec013a7d5a17eeb21ba80e42c70cf174,06afc1144eb9f51ef2aa90ec9223c7f4,3,,"MEU PEDIDO FOI DE 2 UNIDADES DE UM MESMO PRODUTO E ATÉ O MOMENTO SÓ RECEBI UM....
COMO COMPREI O MESMO PRODUTO, PENSO QUE A ENTREGA SERIA NO MESMO MOMENTO, VOU RECEBER DEPOIS A OUTRA UNIDADE???",2018-08-25 00:00:00,2018-08-27 13:33:33,Na média,neutro
6289,6da427172d50d187c134ebbf54c93eb5,1b03d26a97ac5fda045a6f88d0d88d7a,1,,"Dois itens comprados juntos, dois fretes pagos, porém apenas um dos itens foi entregue.
Como apenas um número de pedido foi gerado, agora consta como se tudo tivesse sido entregue. Só que não. ",2018-03-07 00:00:00,2018-03-07 21:02:23,Péssimo,negativo
6290,4f1b7d2fcb9be63e9f52efd4e3ac8494,a2db088616f079ceb7a0e856f8a741ca,5,,Tudo bom,2017-02-07 00:00:00,2017-02-10 02:25:23,Ótimo,positivo
6291,2b456024eebc601ea8a1457d4a5149e5,0adc694b12e2711cde18a5d31576bef2,1,,O controle remoto e uma replica que se compra em qualquer esquina nao traz o nem o nome da marca cce me sinto enganado!,2018-02-16 00:00:00,2018-02-16 10:31:11,Péssimo,negativo
6292,64d23fb6ef051f98e95b63e39bb9c38f,d9a932befd90783805fe255151f656a5,4,,MUITO BOM,2017-12-08 00:00:00,2017-12-09 04:21:41,Acima da média,positivo
6293,fda26b1341acfa80d13e9c222546644d,78ce488a8f58dbbb19e93dfd9d8d07be,5,,Como combinado ,2017-11-03 00:00:00,2017-11-03 16:44:12,Ótimo,positivo
6296,669c6d63a4b19c911e58af3c12a83e4b,5ce08134a7e1f35b93fe223acef734bf,1,Ruim,As ferramentas do aplicativo não são eficases. Solicitei o concelamento de uma compra antes da nota fiscal ser emitida a solicitacao foi aceita porém não foi efetivada. O produto chegou .,2018-07-04 00:00:00,2018-07-04 22:06:45,Péssimo,negativo
6297,11581920198786bab5082fee56354b23,fb6d9f2b63d335de19b9df4b1c4a6f51,2,,"Já fiz outras compras e recebi no prazo
Mais a capa para colchão está demorando muinto
Posso saber o motivo da femora",2017-12-17 00:00:00,2017-12-17 10:11:07,Abixo da média,negativo
6298,ac952f44a426e1a0fd1cf81803a7574e,9e9c1e31a65ea01ec87996c0369e8319,5,,Adesivo veio antes do prazo e veio de acordo com a foto! #recomendo,2017-03-08 00:00:00,2017-03-09 11:25:01,Ótimo,positivo
6302,81cecca57dfba2662692ec17427bb0ee,8528dca53d56bc80b2762f5506b12296,5,Carregador de baterias ,Ainda não testei ,2018-08-16 00:00:00,2018-08-19 01:57:50,Ótimo,positivo
6303,756036c5fb41c2f4ed7ed8e290b768c2,519e5b17180d3ebefad6f7b8c1a6c7c6,1,,O pedido realizado foi de 2 kits de pinceis e o que foi entregue foi 1 kit de pincel e 1 kit de tesoura ,2017-03-21 00:00:00,2017-03-22 14:09:22,Péssimo,negativo
6307,6569f846fd87bb234323ccbcece45ff8,7322eb240863564b9a92ae395b476be9,5,,Ótimo O PRODUTO!,2018-02-20 00:00:00,2018-02-21 21:23:56,Ótimo,positivo
6309,a078a6bcc1dacf8511fee5dc9c5b76bf,d190a1321e28067fd7f99cb4d115423b,5,,"Faciliadade na compra e
Entrega rápida",2017-05-18 00:00:00,2017-05-19 12:02:48,Ótimo,positivo
6312,1c9f008242f32859312de2fd8ac2857b,592f7e6106642583c61e25ecf2cb8cef,5,SUPER RECOMENDADO ,"Gosto muito da loja e de consumir os produtos, porem só não gosto de trabalhar com os correios para entregar as minhas encomendas....",2018-05-18 00:00:00,2018-05-21 11:11:41,Ótimo,positivo
6313,bb1f7bf4013b353edba78486f176143c,c3b1312808b5e55eda5efa7fcb111b00,4,Recomendo,Só não coerente o valor do frete.,2018-07-24 00:00:00,2018-07-30 16:53:39,Acima da média,positivo
6314,18a80894de129917815e652bde9bf45a,4c33ec562d9dc5655e160913aa86eb53,1,,Fiz a compra e não entregou em minha casa. Fiz o cancelamento e ainda recebo estes e-mail enchendo o saco.,2017-09-13 00:00:00,2017-09-13 12:44:20,Péssimo,negativo
6315,c1369a4227b44deebea235c9f7d16681,1af002e4d9365a7809af4290ffccbc39,3,,bom,2017-09-13 00:00:00,2017-09-20 00:02:23,Na média,neutro
6316,7d5f4fd170645a8cee95b83b40cea8c6,9fe640ac4892a1b6b6088af42aa17d83,4,,"para mim que tenho diabete , é muito bom para baixar a taxa de açucar do sangue .......",2018-02-22 00:00:00,2018-02-23 00:17:17,Acima da média,positivo
6317,7f155545fb4c3c786c7ba3e1083db32f,769d812b1dd036eb0a69578537ff5320,5,BOM VENDEDOR,"Produto perfeito, entrega dentro do prazo e atenciosos com o cliente.",2018-03-29 00:00:00,2018-05-29 22:11:00,Ótimo,positivo
6321,2912b65fd1a20e7f8f0b742b7002b546,22f469f96aaa1fdd00d0ac66369a950f,4,,Boa,2017-05-25 00:00:00,2017-05-28 11:47:50,Acima da média,positivo
6323,ab988d3fb0b11ff1269f0aaf53149ae3,cc72e34236e519ea8144e041bb5fd133,3,5,Sim,2018-05-19 00:00:00,2018-05-20 11:31:29,Na média,neutro
6324,f20c3a21e6b9ac69584f1385a6b93c11,281adb47b408b1e1866642b03432f095,2,,"O produto tem pequenos defeitos, por ser tão caro, devia passar por uma triagem mais bem eficiente e detalhista.",2017-11-23 00:00:00,2017-11-24 00:27:08,Abixo da média,negativo
6330,861d92ec33d23b0b5a393fc1384816f5,813f8916cd12b887b0fa271f3263a4d3,3,,"Apesar de terem emitido Nfe com dados incorretos, corrigiram e o produto foi entregue, mas fora do prazo. Mesmo assim recomendo!!!",2017-05-10 00:00:00,2017-05-11 12:18:48,Na média,neutro
6331,bcb5606e7de234e031c16c0022dca70f,47aae990d1ea088fd601ee94fcdfe652,1,," Estou a dias esperando a mercadoria , já fui no correios , e não deixaram retirar !!! ",2017-10-08 00:00:00,2017-10-13 14:17:33,Péssimo,negativo
6334,b43910a135bcddc2436de21f422aa187,2ee7854c6d1ee4b64e27764b46dc99ca,5,,Gostei muito! Entregaram antes do prazo.,2017-09-20 00:00:00,2017-09-22 17:45:30,Ótimo,positivo
6335,853350b029b9f93b256373868d2cb13a,9b2599fdc15b85d99cb3f3be84194fa4,2,,"O produto oferecido não é igual ao produto entregue!
Eliani",2018-02-07 00:00:00,2018-02-07 22:20:28,Abixo da média,negativo
6337,67f53b9905e26c85827dbc5671d81828,f260202afb4d01dbf827a9fd801fe658,1,,"A Reclamação é que demorou para entregarem o produto, comprei com quase 2 meses de antecedência, totalizando 3 meses para entrega do mesmo. Data não condiz com a entrega verdadeira. Lamentável. ",2017-12-27 00:00:00,2018-01-17 17:48:14,Péssimo,negativo
6340,54c5f5cb6ad288f6825511c37dab63ca,f95e68e0a929684e9e406ad28d6604a3,2,,"O produto é inferior ao anunciado,baixa qualidade ",2018-03-14 00:00:00,2018-03-20 13:49:25,Abixo da média,negativo
6342,85092eae812ad003b70a0dababc92591,86a7cb5d6724e24612314e7a96b0b14a,5,Ok,Ok,2018-08-28 00:00:00,2018-08-31 00:02:52,Ótimo,positivo
6345,19cab11455aa9f57d98e4a9eb4c261c5,66a5c9d33ec9b0db1d894e4812a0f941,5,,Produto ótimo chegou antes do prazo eu recomendo ,2017-04-05 00:00:00,2017-04-07 10:31:47,Ótimo,positivo
6347,d1642bdf8cd0d61804f60b8b84bc9624,c531e20fbbaf3e7302ff967fb3c7340b,5,,"é a segunda que compro esse mes, gostamos bastante entregaram antes do prazo ,foi bom.",2017-08-12 00:00:00,2017-08-12 19:28:08,Ótimo,positivo
6349,6f2319ffdc28de7c37dacdeb65cf7c77,74fedc6aa056c9359846751fe21a8676,1,Produto falsificado ,"Comprei o relógio casio rose Gold e o que chegou é completamente diferente da imagem, após fazer umas pesquisas na internet descobri que se trata de uma replica. Fiquei bastante chateada com a compra.",2018-07-28 00:00:00,2018-07-29 02:12:25,Péssimo,negativo
6352,ae32b954924a1f7f0228846421a12544,1166f71d15f177ac5da5c3e5ecb906bd,1,,recebi o produto avariado (o copo de vidro todo quebrado. Ainda aguardo contato do site para fazer a troca do meu produto,2017-11-29 00:00:00,2017-11-30 09:26:16,Péssimo,negativo
6360,9aa80f0477ca7e66662cf8a68acae4e8,4908721d56a113679fe934dfce599add,3,recomemndo.,"valeu 
muito bom.",2018-05-04 00:00:00,2018-05-09 18:36:27,Na média,neutro
6361,aabec140d75e9439f5391d78063c9857,e3e9e3295f4e1512167c232a0aaae8a5,4,,Produto chegou antes do prazo...,2017-03-15 00:00:00,2017-03-16 03:23:43,Acima da média,positivo
6362,915ffc387c38352abf67372fa1db8a4b,0d4705a6e6fc84a31808604039a41807,2,,"Recebi o produto errado em minha casa. Já entrei em contato com a baratheon para fazer a troca do produto, a qual falou que em 48h a loja entraria em contato e amanhã vence as 48h ",2017-08-17 00:00:00,2017-08-18 01:55:26,Abixo da média,negativo
6363,9d0c7d8ee802e264406856a805aa7cd4,53ae19e61b64511503fe8e4ccd3f7f7b,5,,Miuto bom está loja,2017-07-29 00:00:00,2017-07-31 15:28:06,Ótimo,positivo
6366,b0379277124b546cba24499ea5393fda,34ab0cb9a828372a0c1de84088b216ae,5,,mto bom o site recomendo e estou satisfeita. entrega mto antes do prometido. ,2018-07-06 00:00:00,2018-07-10 00:07:42,Ótimo,positivo
6367,f1c9e376239b1e3145c0c44f24e9f41f,f8255f2c9dfe786bd8418b4a121bb914,3,,"Eu encaminhei um pedido com 3 luminárias e só chegou 2,gostaria de saber como faz pra vir a outra!!! obrigada ",2018-01-18 00:00:00,2018-01-18 15:31:47,Na média,neutro
6369,a1215964a3ef80967c0fe7d5048a7c11,f8bbf6bc03d0fb7a5a78e3dadea9f278,4,,Recebi o produto conforme anunciado dentro do prazo.,2018-04-04 00:00:00,2018-04-09 12:41:25,Acima da média,positivo
6371,ad5bfdec46d974dd106560c69871eae3,ef9c3f4c087b655a9255b0c846640e7c,3,,Entrega foi rapida e bem embalada..muito bom,2017-11-29 00:00:00,2017-11-30 01:12:42,Na média,neutro
6374,c96ab1f0398a05ae5f2fb37592825a2e,20964c77d7bb845d228094e71ea28101,1,,"Comprei dois kits de almofadas e só foi entregue apenas um kit de almofada, está faltando o outro kit e niguem me respondeu até agora se vão me entregar o outro kit ",2017-12-19 00:00:00,2017-12-20 10:13:07,Péssimo,negativo
6375,b0ff7085100944a3a4cec2c723e07b64,7570e5e9db9baf79a9d7d6df7bfbda19,5,,Qualidade no atendimento. ,2017-12-07 00:00:00,2017-12-10 02:31:19,Ótimo,positivo
6377,d6cb9db859bb0dd1687adf3f8418b0e2,c132bc0c62bbe1c74a7944877af2246b,5,Super recomendado 17/05/,Recebi o produto em ótimas condições.,2018-05-16 00:00:00,2018-05-17 21:09:50,Ótimo,positivo
6379,6d4c4c030c4ec5d99cf38f0378479253,5461b16bc5220279efdefe1dba3db81e,1,,"Por ser uma encomenda pela internet, já ficamos com medo que o produto não chegue. Até o momento o produto não foi entregue sendo que o prazo limite era dia 03/04.",2018-04-05 00:00:00,2018-04-05 16:23:42,Péssimo,negativo
6381,f9801628904c4fec49280cb4c4e7f109,86c94a0d5411b58234ceb4ddda0ee6c1,5,recomendo sim,otimo,2018-08-22 00:00:00,2018-08-27 11:38:04,Ótimo,positivo
6384,0a18dc9b77e58490b51d75a5b97ad30d,14f67483eeb4f3204bff15ecab4dbd45,1,,Acabamento ruim e estampa errada.,2017-06-06 00:00:00,2017-06-07 19:15:42,Péssimo,negativo
6390,b27a52d8b58e5dee612ca49ee50cdd4e,d4c6aa2277352d92106b387b2ee13839,2,,preciso trocar pois pedi Benjamin e veio Valentina,2018-07-14 00:00:00,2018-07-17 23:02:21,Abixo da média,negativo
6396,c00b1a92c8643de86fef532ea9f244e9,227c804e2a44760671a6a5697ea549e4,1,,acredito que a compra tenha sido cancelada.,2017-10-18 00:00:00,2017-10-18 13:56:27,Péssimo,negativo
6398,a2eb7bc69578b37c9386e90bac9e19c4,7c83cd570176d1b7e42606920fd81d81,4,,"Loja confiável, entrega no prazo e preço acessível e produto de qualidade",2017-03-14 00:00:00,2017-03-16 23:57:16,Acima da média,positivo
6404,65e87641e147cd476cb45db794709d96,1e6eb05de9f71dd42f9ef81813dce355,5,,Produto entregue antes do prazo. Serviço e produto 100% atendidos. Parabéns!!!,2017-04-19 00:00:00,2017-04-19 21:39:51,Ótimo,positivo
6405,189c6d61e928ca918a2941d638230941,ccf8a8b92abacf806c88702be2848cce,2,,O prazo de entrega era dia 27/03/2018 hoje dia 29/03/2018 e ainda não recebi o produto!,2018-03-29 00:00:00,2018-03-29 10:59:02,Abixo da média,negativo
6410,e884f18df1f1eaf5cd40c370ca2d7387,fa4c59a94711decb9c0410a0e7f878bc,1,Sem comprometimento,"Sem previsão de recebimento, a lannister deveria não fazer qualquer tipo de negócio e prezar pelo clientes da lannister que são fiéis.",2018-08-10 00:00:00,2018-08-12 14:07:06,Péssimo,negativo
6417,e09453bad20c20ea6fe88471b5bf4fb4,2cad1cf90acc3870d982eafa58b9a657,5,Cartucho Tinta HP,Chegou dentro do prazo.,2018-08-21 00:00:00,2018-08-21 21:34:52,Ótimo,positivo
6420,092a4877cab1eb01f447ef8607e1496c,1ed074db777e37c2621de389c076fc8a,4,,"Produto conforme anunciado... Acho que o prazo de entrega poderia ser menor, mas foi cumprido.
",2017-04-19 00:00:00,2017-04-19 21:22:05,Acima da média,positivo
6421,15ffb33be5b2a99fe3418d824bbb1451,fc024e7a7e5a5ac73800730c0b388063,5,,Essa loja é muito eficiente e recomedo,2017-07-14 00:00:00,2017-07-14 20:26:15,Ótimo,positivo
6423,d21eaed16dc53777f0228cd466cfe7b8,277ef68319aa0ee0561831fab6e9e0aa,4,,Como sempre as lannister cumprindo com seus prazos de entrega e produto no mais perfeito estado,2017-10-17 00:00:00,2017-10-18 10:36:08,Acima da média,positivo
6424,0dd6f386aca101b121f05706abf3e67b,6a8ead05c1fec9733ff10c379faa4e59,2,Produto com defeito,"A mascara veio com um pequeno defeito na estampa como se tivesse derretido, so não devolverei porque se trata de um presente
Que a loja confira os produtos da próxima vez antes de envia a seus client",2018-05-22 00:00:00,2018-05-27 13:07:48,Abixo da média,negativo
6426,3ec4c330b02e03be73276e9abef30c9d,9e0ce3f44bcfc81171be7c5362887b80,1,,"Péssima qualidade do produto, hoje (13/07/201/), usei pela primeira vez e a já esta descosturando.
Quero que os senhores resolva este problema.",2018-07-10 00:00:00,2018-07-13 13:59:35,Péssimo,negativo
6428,66d0e4d167b93441765a6438633e8256,5fa31572cddd9405f1eda482f8106353,5,,Ótima qualidade ,2017-07-29 00:00:00,2017-07-29 14:52:12,Ótimo,positivo
6435,6b66674930965f79a0809e99ac9b9d57,7533138abe254f5d3856101e4a21e5f2,1,,Ao comprar consta como disponível. Após concretizar a compra e debitar o cartão . Consta como indisponível. Foi enviado vários e-mails sem retorno. Nao confio mais na americana. Com,2017-12-02 00:00:00,2017-12-02 15:53:09,Péssimo,negativo
6436,f8af360e61d2680b0cbacf6e476a2293,9705d2eb2b203788b10e2cab9c3598cd,4,,"só uma observação, quando forem entregar o produto aguardar pelo menos um pouco pra que o cliente abra o portão...e não tocar campanhinha é sair rápido demais. Por conta disso tive que buscar nos corr",2017-08-25 00:00:00,2017-08-26 02:05:18,Acima da média,positivo
6439,27bcb998245f0bf189a072776445de92,1b9b1209ee112e9b2276c880746615e4,5,Excelente!!!,"Lindo, leve e quentinho, ",2018-08-04 00:00:00,2018-08-06 09:38:06,Ótimo,positivo
6442,7060310b11c864530bbdf3ff79795d57,9f181d637fd06f6468cec70121b8e160,5,,Quanto a entrega foi super rápida como sempre e referente ao produto como hj é o segundo dia que uso ainda não sei os resultados.,2018-01-24 00:00:00,2018-01-25 09:56:35,Ótimo,positivo
6443,f1aa2e12862374f1afe497eca0c7a0e5,9574b288490bcda13e1fd8f75a319bc3,1,,camera bem ruim,2017-02-25 00:00:00,2017-02-27 13:25:01,Péssimo,negativo
6447,d4aec5abfe83d92687c3697a98d50667,5ac3fcbc8dcadd9d700bd4dea8aca74d,4,recomendo,bom produto,2018-05-05 00:00:00,2018-05-07 23:02:08,Acima da média,positivo
6448,77ef166f19906f83a42344f3d1be3dc5,e1b489d5811a2f0401eb7bfb88887cd1,4,,Não tenho o que reclamar mais meu produto veio com uma das embalagens rasgada . Mais atenção da próxima vez ,2017-08-05 00:00:00,2017-08-05 23:57:25,Acima da média,positivo
6450,b4643bfbb8051487da92b280640ca2ba,5f2f36a9d5be0e9e97a5b412f4519ba6,1,,Até agora meu produto não chegou. Está em transito ainda. Infelizmente. Espero q chegue logo ,2018-04-28 00:00:00,2018-04-30 03:48:50,Péssimo,negativo
6457,ddf774c72f37efb506c21009440b7f62,83a5f8854981c7b3edeb547ad11c5e04,5,,"Entrega rápida, e produto muito bom",2018-01-27 00:00:00,2018-01-29 20:15:30,Ótimo,positivo
6461,23179d965d687d447bd14f96e32da3f0,c4b4d00148bd70871b88bfa8c318b557,5,,Recomendo ,2017-10-04 00:00:00,2017-10-11 15:54:42,Ótimo,positivo
6463,5bbd82dc675abb3b38ab30d4d4666878,e3f8abc096c0c9e9ed6ad825641971ec,5,,Material delicado e bonito ,2017-11-15 00:00:00,2017-11-17 23:15:22,Ótimo,positivo
6464,90cec37b862139664882b98b96312b85,d3f9898585d009b6f743c6c53739232d,5,,Entrega eficiente mais cuidado com a embalagem do produto a caixa onde fica o relógio venho riscada. Poderia vir em uma embalagem de presente só uma dica.,2018-01-27 00:00:00,2018-01-30 14:11:47,Ótimo,positivo
6467,4c1e4b6b81c49faaaabcaf27ac472a71,851c1ec08214c18baed04be1c576fbd4,5,,"Ótimo produto.
",2018-05-05 00:00:00,2018-05-05 23:30:52,Ótimo,positivo
6473,8c9c8193f3d57a6e359f0d7e5c845a26,8f4350670751e101afb4d732a2ec8ac8,1,,como vou avaliar a loja se eu nem recebi o produto ? ???????????????????????????????????????????????????,2018-04-21 00:00:00,2018-04-23 13:29:47,Péssimo,negativo
6476,43e9279b8c4904c42a17664ce650063e,4abc7b5330425bcf9c2f7f48151a88c0,5,Ótimo ,Nota 10,2018-08-08 00:00:00,2018-08-11 04:24:06,Ótimo,positivo
6477,cba1bfb26ce12243350855b93b57dcce,97e22a7b438827d5a86bc1a9f92d8c83,4,,"Ótimo produto, porém, comprei a cortina com 2,5 de comprimento, mas, a que recebi tem 2,42. Fora isso exclente produto.",2018-02-01 00:00:00,2018-02-02 14:42:38,Acima da média,positivo
6478,8d568e3ace01c46a244946ae33ab648c,181ba9a81073ea2d653d9a7338f4cf98,3,Entrega rápida,Envio rápido porém não foi entregue o produto que estava na descrição. Foi entregue o novo whey isolate definition.,2018-05-15 00:00:00,2018-05-15 18:34:33,Na média,neutro
6479,baf908e16982c8277ad48c00fd87ad25,2fc9faf8c6b3ffe951029b8bae263bb6,1,,"Mandei uma reclamação para a Americanad também, não me retornaram. Ao invés de vir cadeira cromada, veio com base de plástico.",2017-11-28 00:00:00,2017-12-01 12:53:15,Péssimo,negativo
6480,79432dce8c5c325b38cf4fc3e35c5573,2610d02cf7ff695863673e09146bdb67,5,,Comprei várias coisas na lannister sempre veio antes do prazo...agora testa o remédio se funciona mesmo a expectativa é grande...,2017-10-04 00:00:00,2017-10-05 10:19:53,Ótimo,positivo
6481,385eb8c971979c041e4a81a4cee8e1b2,772c351a74ac46cb09d3733ed52c8058,3,Comprei dois e recebi um,Posso dizer que é a segunda vez que compro pelo stark primeira vez entregaram antes do prazo e tudo certo agora comprei duas luminárias entregaram uma só.,2018-06-21 00:00:00,2018-06-21 18:04:03,Na média,neutro
6482,3d49a4e28f95d8ccb5c3df776b6c95af,c3ca09e4e3a9c10f9b91c9ceb0d8e379,4,,"No anúncio NÃO consta a informação ADESIVO.
Achei que esse papel era para colar e veio um papel adesivo.",2018-03-11 00:00:00,2018-03-14 14:02:12,Acima da média,positivo
6485,a0291a9e068b9cf09d890fc9061cdd48,0d29f866f714402153c7a02ca8bf6134,1,,"Até o presente momento não recebi meu produto.
Gostaria de um posicionamento sobre a entrega.",2017-11-09 00:00:00,2017-11-11 12:25:58,Péssimo,negativo
6487,0dde1599f81649acd5ef0fdb49b0cf21,4a1a527ff317ce92a076fa6aed06508d,4,,Chegou antes do prazo previsto.,2017-11-30 00:00:00,2017-12-03 16:51:24,Acima da média,positivo
6491,826d24b9fad70081681211a3e0ee5898,3f0d61c44dd01ad249fa7589cbdcb8b3,5,Aprovado,"Produto confere com a descrição, chegou bem antes da data prevista.Indico",2018-06-06 00:00:00,2018-06-07 02:31:35,Ótimo,positivo
6492,d5c53719d693b137cb69c2163061bae3,03481652329171ff571df2c58bae0167,4,Antes,A loja trabalhou bem e a entrega ocorreu antes do prazo!,2018-07-09 00:00:00,2018-07-12 11:10:10,Acima da média,positivo
6494,ab1d29522862675ea38449abdffb8f9a,64f8d43fc9ba9110bc3142d2f7a1f40a,5,,"Parabéns!! Tudo certo, entrega dentro do prazo!",2018-02-01 00:00:00,2018-02-01 20:32:13,Ótimo,positivo
6496,23c661ff382c3a54fc8f98a0b627301f,e0b26f14d2bcc710bb02f77a4628763b,4,,Os encaixes para o encosto da cadeira estavam desalinhados. Deu trabalho pra encaixar e finalmente montar o produto.,2017-05-30 00:00:00,2017-05-31 02:54:49,Acima da média,positivo
6501,a9d014b2f44502bb1256522c16b9f960,b1e5cc374b5c4f7c12ef420d322b07e1,5,,"A carteira é pequena, e não ocupa muito lugar no bolso ( excelente ).",2018-02-17 00:00:00,2018-02-19 17:08:17,Ótimo,positivo
6502,998947f122cafe784493862ecddb1a2c,859fe3a0d22aa42768493bb4a9572ad6,4,,amei o produto veio perfeito,2018-04-18 00:00:00,2018-04-19 13:00:30,Acima da média,positivo
6504,b1f2a2a40e12bd7308a5ebd1c878749c,b4c693a7307b4b641db8b474c9875dad,5,,"Chegou em minha casa e eu nem estava esperando, ótima logística.",2018-02-02 00:00:00,2018-02-04 22:55:12,Ótimo,positivo
6507,4c8731e5d46ca0469d369155bb11adab,6ad336dba0613cde0e5717f50dc8c669,2,,Comprei o produto em 25/]01/2018 e até hoje 26/02/2018 ainda não recebi.,2018-02-25 00:00:00,2018-02-26 12:29:39,Abixo da média,negativo
6511,036963bd2c4b9a231d2a7079bbba47a8,56c342adb8f074b20da098539a429d68,1,ruim,nao recebi o relogio de parede,2018-08-14 00:00:00,2018-08-14 21:58:24,Péssimo,negativo
6514,38424af8aab464215f48050cc2169e29,3d7fb1dd6ff6f0eedb9976eda81e4a95,5,,Produto muito bonito ,2017-12-06 00:00:00,2017-12-06 11:44:55,Ótimo,positivo
6515,d43c9dcdb7c9e532f0d0e686a95d8734,454a297f19c15e3f7a16c16961029402,1,Resolva o problema ,O produto ou meu dinheiro de volta ... lannister avalie melhor as suas lojas parceiras .,2018-07-15 00:00:00,2018-07-16 01:48:39,Péssimo,negativo
6517,23b54c0bc81aa99347207c68af86dabc,7c4281b08578a1e5e13e56814b3c6123,5,,otimo produto,2017-07-25 00:00:00,2017-07-26 13:04:29,Ótimo,positivo
6524,67eb16247606f1d416c0e453ab70f891,63fd40b25ac9dbeea8ec6b26558a1add,2,,Acho que deveria dar satisfação ,2018-03-11 00:00:00,2018-03-11 13:53:36,Abixo da média,negativo
6525,8a5c7ad91fbdb356a58aa7d64df1083f,315c80dae5ee1a5febcce0b470a821a1,5,,Muito bom,2017-08-05 00:00:00,2017-08-05 20:04:06,Ótimo,positivo
6527,a772a37c81c8115899b4f775291a9198,2eb868f2f7abdf4284337d1cdeb7399b,1,,O produto veio com a solda solta ... quando chegou tive que mandar soldar! ,2018-07-10 00:00:00,2018-07-11 17:47:22,Péssimo,negativo
6529,8a8cd9c9ab4ceeb5e911ded8a4762fa6,91dd888a4b337fbe66398fb27c88a04c,5,,Segunda vez que compro com esta empresa e me encontro satisfeito com atendimento e entrega (antes do prazo mencionado).,2017-12-20 00:00:00,2017-12-20 19:41:08,Ótimo,positivo
6530,759f794c5b53b5cdace2542daa3b60e9,3addeedb2235eeb1e75dd513cd6eeb35,1,,O produto não foi entregue e não recebi nenhuma satisfação apesar de já ter pago o boleto ,2018-04-13 00:00:00,2018-04-13 10:19:05,Péssimo,negativo
6532,bf9977804ffdd2fef346c0033d82551d,0630ba8015b69f03e65dbe4be3aceb4f,4,,"Atendeu minhas expectativas, bom",2017-03-29 00:00:00,2017-03-29 21:32:29,Acima da média,positivo
